wsi_id,train,val,test
BRACS_1506,false,true,false
BRACS_1510,true,false,false
BRACS_1788,true,false,false
BRACS_1838,true,false,false
BRACS_1003693,true,false,false
BRACS_1774,true,false,false
BRACS_1775,true,false,false
BRACS_1871,true,false,false
BRACS_1778,true,false,false
BRACS_1815,true,false,false
BRACS_1865,true,false,false
BRACS_1777,true,false,false
BRACS_1968,false,true,false
BRACS_743,true,false,false
BRACS_1857,false,true,false
BRACS_1971,true,false,false
BRACS_1239,false,true,false
BRACS_1926,true,false,false
BRACS_1858,true,false,false
BRACS_1319,true,false,false
BRACS_1916,true,false,false
BRACS_1257,true,false,false
BRACS_1250,true,false,false
BRACS_1773,true,false,false
BRACS_1610,true,false,false
BRACS_1799,true,false,false
BRACS_1886,false,true,false
BRACS_1975,true,false,false
BRACS_3266,true,false,false
BRACS_3285,false,true,false
BRACS_1915,true,false,false
BRACS_3318,true,false,false
BRACS_1912,true,false,false
BRACS_1499,true,false,false
BRACS_1913,true,false,false
BRACS_1863,false,true,false
BRACS_1899,true,false,false
BRACS_1882,true,false,false
BRACS_1932,true,false,false
BRACS_1379,true,false,false
BRACS_1969,true,false,false
BRACS_1861,true,false,false
BRACS_1925,true,false,false
BRACS_1877,false,true,false
BRACS_1934,false,true,false
BRACS_1795,true,false,false
BRACS_1808,false,true,false
BRACS_1911,true,false,false
BRACS_1003728,true,false,false
BRACS_1616,false,true,false
BRACS_1494,true,false,false
BRACS_1622,true,false,false
BRACS_1860,true,false,false
BRACS_1922,true,false,false
BRACS_1933,true,false,false
BRACS_1987,true,false,false
BRACS_1486,true,false,false
BRACS_1794,true,false,false
BRACS_1271,true,false,false
BRACS_1797,true,false,false
BRACS_1876,true,false,false
BRACS_1885,true,false,false
BRACS_1953,false,true,false
BRACS_1977,true,false,false
BRACS_1982,false,true,false
BRACS_1983,true,false,false
BRACS_1786,true,false,false
BRACS_1003685,false,true,false
BRACS_1618,true,false,false
BRACS_1959,true,false,false
BRACS_1642,true,false,false
BRACS_1785,true,false,false
BRACS_1793,true,false,false
BRACS_1244,true,false,false
BRACS_1918,true,false,false
BRACS_3278,true,false,false
BRACS_1787,true,false,false
BRACS_1958,true,false,false
BRACS_1606,true,false,false
BRACS_1789,false,true,false
BRACS_1780,true,false,false
BRACS_1792,true,false,false
BRACS_1337,true,false,false
BRACS_1594,true,false,false
BRACS_1834,true,false,false
BRACS_1617,true,false,false
BRACS_1873,true,false,false
BRACS_1836,true,false,false
BRACS_3313,false,true,false
BRACS_3317,true,false,false
BRACS_1003707,true,false,false
BRACS_1957,true,false,false
BRACS_1997,true,false,false
BRACS_1881,true,false,false
BRACS_1996,true,false,false
BRACS_1949,true,false,false
BRACS_3273,false,true,false
BRACS_1003705,true,false,false
BRACS_1596,true,false,false
BRACS_1495,false,true,false
BRACS_1914,true,false,false
BRACS_1993,false,true,false
BRACS_1604,false,true,false
BRACS_2005,false,true,false
BRACS_1946,true,false,false
BRACS_2001,true,false,false
BRACS_1783,true,false,false
BRACS_1995,true,false,false
BRACS_1782,true,false,false
BRACS_1791,true,false,false
BRACS_1409,true,false,false
BRACS_1917,true,false,false
BRACS_1335,true,false,false
BRACS_1581,false,true,false
BRACS_1326,true,false,false
BRACS_1667,true,false,false
BRACS_1837,false,true,false
BRACS_1498,true,false,false
BRACS_3310,true,false,false
BRACS_1963,true,false,false
BRACS_1621,false,true,false
BRACS_1270,true,false,false
BRACS_1003660,false,true,false
BRACS_1003661,true,false,false
BRACS_1295,true,false,false
BRACS_1591,false,true,false
BRACS_1592,true,false,false
BRACS_1595,true,false,false
BRACS_1609,true,false,false
BRACS_265,true,false,false
BRACS_3284,true,false,false
BRACS_1603,true,false,false
BRACS_1660,true,false,false
BRACS_3337,true,false,false
BRACS_3300,true,false,false
BRACS_1593,true,false,false
BRACS_1994,true,false,false
BRACS_3298,true,false,false
BRACS_1003724,true,false,false
BRACS_3296,true,false,false
BRACS_3295,true,false,false
BRACS_1321,true,false,false
BRACS_1980,true,false,false
BRACS_1967,true,false,false
BRACS_3279,true,false,false
BRACS_1608,false,true,false
BRACS_3311,true,false,false
BRACS_1003669,true,false,false
BRACS_1424,true,false,false
BRACS_3270,true,false,false
BRACS_1423,true,false,false
BRACS_1336,true,false,false
BRACS_1964,false,true,false
BRACS_1276,true,false,false
BRACS_3271,false,true,false
BRACS_1003668,true,false,false
BRACS_1275,true,false,false
BRACS_1841,true,false,false
BRACS_3309,true,false,false
BRACS_1988,true,false,false
BRACS_1902,true,false,false
BRACS_1668,false,true,false
BRACS_1003700,true,false,false
BRACS_1003710,true,false,false
BRACS_1669,true,false,false
BRACS_1656,true,false,false
BRACS_1322,true,false,false
BRACS_1879,true,false,false
BRACS_1003686,true,false,false
BRACS_1989,true,false,false
BRACS_1003730,false,true,false
BRACS_3274,true,false,false
BRACS_1796,true,false,false
BRACS_745,true,false,false
BRACS_1003658,true,false,false
BRACS_1003725,true,false,false
BRACS_1582,false,true,false
BRACS_3268,true,false,false
BRACS_1327,true,false,false
BRACS_1329,true,false,false
BRACS_1640,false,true,false
BRACS_1003659,true,false,false
BRACS_1324,true,false,false
BRACS_1325,false,true,false
BRACS_1003734,true,false,false
BRACS_1869,true,false,false
BRACS_3269,true,false,false
BRACS_1253,true,false,false
BRACS_1962,false,true,false
BRACS_1965,false,true,false
BRACS_1784,true,false,false
BRACS_1631,true,false,false
BRACS_2002,true,false,false
BRACS_3281,true,false,false
BRACS_2000,true,false,false
BRACS_1003671,true,false,false
BRACS_1866,true,false,false
BRACS_1960,true,false,false
BRACS_3272,true,false,false
BRACS_1493,true,false,false
BRACS_3336,false,true,false
BRACS_1251,false,true,false
BRACS_1485,true,false,false
BRACS_1408,true,false,false
BRACS_1986,false,true,false
BRACS_1890,false,true,false
BRACS_1666,true,false,false
BRACS_1901,true,false,false
BRACS_1255,true,false,false
BRACS_1772,true,false,false
BRACS_1248,true,false,false
BRACS_1904,true,false,false
BRACS_1480,true,false,false
BRACS_1583,true,false,false
BRACS_1779,true,false,false
BRACS_1839,false,true,false
BRACS_3312,true,false,false
BRACS_1240,true,false,false
BRACS_1661,true,false,false
BRACS_1659,true,false,false
BRACS_3276,true,false,false
BRACS_1634,false,true,false
BRACS_1966,false,true,false
BRACS_1259,true,false,false
BRACS_1274,true,false,false
